InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
385648,SKU_1752,Wireless Mouse,-10,2022-02-24 02:00:00.000000 UTC,-55.86,,Germany,0.19,Credit Card,,Electronics,In-store,Not Returned,UPS,,High
644517,SKU_1855,Wireless Mouse,-10,2021-09-22 14:00:00.000000 UTC,-40.88,,Australia,1.7472941847729142,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,High
432003,SKU_1576,Wall Clock,-10,2023-08-26 06:00:00.000000 UTC,26.86,,Norway,0.26,Credit Card,,Apparel,In-store,Not Returned,FedEx,,High
287450,SKU_1260,Backpack,-10,2020-07-04 15:00:00.000000 UTC,76.81,,Norway,0.33,Bank Transfer,,Furniture,Online,Returned,DHL,,High
568535,SKU_1496,USB Cable,-10,2020-09-20 17:00:00.000000 UTC,-85.72,,Belgium,1.7061120723580445,paypall,,Furniture,In-store,Returned,UPS,,High
681177,SKU_1064,Headphones,-10,2023-09-25 00:00:00.000000 UTC,82.3,,Sweden,0.14,Bank Transfer,,Stationery,Online,Not Returned,UPS,,High
912902,SKU_1147,Wireless Mouse,-10,2021-08-17 05:00:00.000000 UTC,-38.4,,France,0.19,Bank Transfer,,Apparel,In-store,Not Returned,FedEx,,High
227602,SKU_1250,Office Chair,-10,2021-04-17 07:00:00.000000 UTC,-96.5,,France,0.14,Credit Card,,Apparel,In-store,Not Returned,FedEx,,High
594649,SKU_1944,T-shirt,-10,2021-05-24 07:00:00.000000 UTC,21.72,,Portugal,0.15,Credit Card,,Furniture,In-store,Not Returned,UPS,,High
854932,SKU_1501,Office Chair,-10,2025-03-02 17:00:00.000000 UTC,46.44,,United Kingdom,0.48,Credit Card,,Electronics,Online,Not Returned,UPS,,High
379037,SKU_1983,T-shirt,-10,2022-12-15 11:00:00.000000 UTC,54.0,,France,0.28,paypall,,Stationery,Online,Not Returned,UPS,,High
439092,SKU_1517,Office Chair,-10,2022-01-14 11:00:00.000000 UTC,5.85,,Norway,0.11,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,High
497053,SKU_1834,Headphones,-10,2023-03-24 22:00:00.000000 UTC,56.99,,Australia,0.35,paypall,,Stationery,Online,Not Returned,DHL,,High
778972,SKU_1910,White Mug,-10,2023-09-11 11:00:00.000000 UTC,97.89,,Sweden,0.19,paypall,,Furniture,In-store,Not Returned,Royal Mail,,High
324978,SKU_1487,White Mug,-10,2023-02-11 08:00:00.000000 UTC,-5.15,,France,1.142947533959936,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,High
570043,SKU_1563,Wall Clock,-10,2025-05-16 01:00:00.000000 UTC,-21.27,,Italy,0.15,paypall,,Accessories,Online,Not Returned,FedEx,,High
359925,SKU_1083,Blue Pen,-10,2021-10-11 23:00:00.000000 UTC,48.0,,Australia,0.36,Credit Card,,Stationery,Online,Not Returned,FedEx,,High
422754,SKU_1656,Blue Pen,-10,2025-05-03 19:00:00.000000 UTC,-88.27,,Belgium,1.3290578284218022,Credit Card,,Furniture,Online,Not Returned,FedEx,,High
596929,SKU_1793,Notebook,-10,2024-04-13 11:00:00.000000 UTC,-32.29,,Spain,1.9206936137947737,paypall,,Apparel,In-store,Not Returned,DHL,,Low
517485,SKU_1502,Blue Pen,-10,2023-11-09 00:00:00.000000 UTC,97.28,,Italy,0.44,Bank Transfer,,Furniture,In-store,Not Returned,Royal Mail,,Low
234794,SKU_1593,Office Chair,-10,2020-10-07 00:00:00.000000 UTC,-99.59,,Italy,0.21,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
867650,SKU_1784,Notebook,-10,2023-11-28 13:00:00.000000 UTC,-72.21,,United States,0.25,paypall,,Stationery,In-store,Not Returned,UPS,,Low
963664,SKU_1950,Office Chair,-10,2024-05-12 14:00:00.000000 UTC,-23.52,,United Kingdom,1.2019086121044391,Credit Card,,Accessories,Online,Not Returned,DHL,,Low
737938,SKU_1490,Backpack,-10,2020-08-17 07:00:00.000000 UTC,16.18,,Spain,0.03,Credit Card,,Electronics,Online,Not Returned,DHL,,Low
854719,SKU_1812,USB Cable,-10,2024-02-11 13:00:00.000000 UTC,-62.42,,Portugal,1.3194449617857629,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,Low
530267,SKU_1999,Desk Lamp,-10,2020-05-21 18:00:00.000000 UTC,-51.54,,United States,1.6731554498080772,Bank Transfer,,Stationery,Online,Not Returned,FedEx,,Low
452518,SKU_1397,T-shirt,-10,2023-06-28 12:00:00.000000 UTC,2.18,,Netherlands,0.09,Bank Transfer,,Stationery,In-store,Returned,FedEx,,Low
923519,SKU_1080,Office Chair,-10,2025-08-09 05:00:00.000000 UTC,31.74,,Germany,0.02,Credit Card,,Apparel,Online,Returned,Royal Mail,,Low
894473,SKU_1452,T-shirt,-10,2022-11-20 18:00:00.000000 UTC,72.21,,Portugal,0.45,Credit Card,,Furniture,In-store,Not Returned,UPS,,Low
172613,SKU_1230,USB Cable,-10,2022-12-07 22:00:00.000000 UTC,-43.43,,Sweden,1.7680916866555814,Credit Card,,Apparel,In-store,Not Returned,Royal Mail,,Low
215737,SKU_1692,Desk Lamp,-10,2024-05-17 23:00:00.000000 UTC,-94.52,,Portugal,1.4122953416914079,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,Medium
469836,SKU_1384,Backpack,-10,2020-07-09 19:00:00.000000 UTC,-85.04,,Spain,1.3457053667156349,paypall,,Electronics,In-store,Returned,Royal Mail,,Medium
495927,SKU_1056,T-shirt,-10,2025-03-27 01:00:00.000000 UTC,-97.61,,Belgium,0.23,Credit Card,,Apparel,Online,Not Returned,FedEx,,Medium
541554,SKU_1354,Office Chair,-10,2024-08-06 07:00:00.000000 UTC,-99.23,,Portugal,1.8275996550749023,Credit Card,,Electronics,Online,Not Returned,DHL,,Medium
931331,SKU_1864,Office Chair,-10,2024-03-09 21:00:00.000000 UTC,46.12,,Australia,0.43,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Medium
217278,SKU_1118,Backpack,-10,2023-03-21 22:00:00.000000 UTC,86.32,,United Kingdom,0.3,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Medium
574579,SKU_1102,Backpack,-10,2022-04-05 05:00:00.000000 UTC,-49.71,,Spain,0.14,paypall,,Apparel,In-store,Not Returned,DHL,,Medium
245283,SKU_1882,Wireless Mouse,-10,2025-08-08 10:00:00.000000 UTC,-49.11,,Norway,1.3809383911316651,Credit Card,,Furniture,Online,Not Returned,FedEx,,Medium
999429,SKU_1723,Notebook,-10,2023-10-01 10:00:00.000000 UTC,-82.09,,Germany,0.07,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,Medium
319055,SKU_1360,Backpack,-10,2020-05-29 17:00:00.000000 UTC,51.53,,Italy,0.09,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Medium
479502,SKU_1404,Wall Clock,-10,2020-11-09 02:00:00.000000 UTC,16.63,,Italy,0.25,paypall,,Apparel,Online,Not Returned,DHL,,Medium
198991,SKU_1105,USB Cable,-10,2022-10-10 09:00:00.000000 UTC,-94.17,,Australia,1.248379468983617,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Medium
636299,SKU_1536,Desk Lamp,-10,2023-07-22 00:00:00.000000 UTC,-36.81,,Portugal,0.5,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Medium
247621,SKU_1779,White Mug,-10,2025-01-01 16:00:00.000000 UTC,-23.05,,United Kingdom,0.27,paypall,,Accessories,In-store,Returned,Royal Mail,,Medium
869640,SKU_1714,Headphones,-10,2021-09-07 08:00:00.000000 UTC,59.84,,Sweden,0.43,paypall,,Electronics,Online,Not Returned,DHL,,Medium
570449,SKU_1909,Wall Clock,-10,2022-11-07 04:00:00.000000 UTC,-97.39,,Norway,0.14,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,Medium
700715,SKU_1285,Office Chair,-10,2023-11-29 10:00:00.000000 UTC,-60.1,,France,1.4094942734330751,Credit Card,,Stationery,In-store,Not Returned,DHL,,Medium
123655,SKU_1952,Backpack,-10,2022-11-25 22:00:00.000000 UTC,-70.41,,Norway,1.3176868165066711,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,Medium
604700,SKU_1630,Office Chair,-10,2022-04-02 08:00:00.000000 UTC,-63.32,,France,1.6579146945511707,paypall,,Electronics,In-store,Not Returned,UPS,,Medium
164430,SKU_1737,USB Cable,-10,2023-12-03 22:00:00.000000 UTC,91.81,,Portugal,0.45,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Medium
932672,SKU_1617,Headphones,-10,2020-03-01 04:00:00.000000 UTC,-13.28,,United States,1.2350487134696615,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,Medium
522845,SKU_1429,T-shirt,-10,2020-03-16 11:00:00.000000 UTC,66.3,,United States,0.28,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Medium
289814,SKU_1110,Desk Lamp,-10,2023-04-03 20:00:00.000000 UTC,-56.5,,United Kingdom,1.1416439682507691,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium
604399,SKU_1018,Notebook,-9,2024-09-09 20:00:00.000000 UTC,-24.4,,France,1.5870642787453622,Credit Card,,Apparel,In-store,Not Returned,UPS,,High
463284,SKU_1493,Notebook,-9,2022-02-24 16:00:00.000000 UTC,-62.7,,Norway,1.8084822834535732,Bank Transfer,,Apparel,Online,Not Returned,FedEx,,High
978624,SKU_1384,Notebook,-9,2025-06-24 07:00:00.000000 UTC,35.43,,United States,0.03,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,High
357476,SKU_1040,Wireless Mouse,-9,2023-04-24 13:00:00.000000 UTC,-19.21,,France,1.0484017407621087,paypall,,Apparel,In-store,Not Returned,DHL,,High
240777,SKU_1836,T-shirt,-9,2021-09-02 13:00:00.000000 UTC,-60.01,,Sweden,1.7170135143852805,Credit Card,,Stationery,In-store,Returned,DHL,,High
395103,SKU_1104,Headphones,-9,2021-03-30 19:00:00.000000 UTC,82.87,,United States,0.3,Bank Transfer,,Furniture,Online,Not Returned,UPS,,High
881334,SKU_1975,Backpack,-9,2025-02-06 13:00:00.000000 UTC,51.75,,Portugal,0.44,Credit Card,,Electronics,In-store,Not Returned,UPS,,High
435681,SKU_1462,Office Chair,-9,2022-05-25 03:00:00.000000 UTC,56.61,,Portugal,0.19,Credit Card,,Accessories,Online,Not Returned,UPS,,High
648884,SKU_1616,Notebook,-9,2020-04-17 06:00:00.000000 UTC,76.79,,France,0.23,Bank Transfer,,Furniture,Online,Returned,Royal Mail,,High
312456,SKU_1155,Wireless Mouse,-9,2020-11-03 22:00:00.000000 UTC,-96.75,,Australia,0.23,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,High
199329,SKU_1831,Notebook,-9,2022-06-02 18:00:00.000000 UTC,47.67,,Australia,0.07,Bank Transfer,,Stationery,Online,Not Returned,UPS,,Low
953152,SKU_1478,Blue Pen,-9,2021-06-21 12:00:00.000000 UTC,-9.56,,United Kingdom,1.9898818879388815,paypall,,Electronics,In-store,Not Returned,UPS,,Low
167345,SKU_1090,Wireless Mouse,-9,2023-06-17 11:00:00.000000 UTC,-92.31,,Belgium,1.3471317040356874,paypall,,Furniture,In-store,Not Returned,Royal Mail,,Low
318102,SKU_1417,Wall Clock,-9,2023-07-16 20:00:00.000000 UTC,-98.18,,Norway,0.42,Bank Transfer,,Apparel,Online,Not Returned,Royal Mail,,Low
849230,SKU_1766,Desk Lamp,-9,2023-09-05 10:00:00.000000 UTC,-11.03,,Italy,1.2028149997957849,Credit Card,,Electronics,In-store,Not Returned,UPS,,Low
995828,SKU_1468,Wireless Mouse,-9,2022-10-23 13:00:00.000000 UTC,-12.2,,Italy,1.9696384857583311,Bank Transfer,,Furniture,Online,Not Returned,UPS,,Low
372126,SKU_1918,Notebook,-9,2021-11-14 05:00:00.000000 UTC,29.71,,Netherlands,0.42,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Low
955754,SKU_1349,USB Cable,-9,2020-11-13 16:00:00.000000 UTC,65.86,,Spain,0.18,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Low
758767,SKU_1586,T-shirt,-9,2021-01-29 03:00:00.000000 UTC,-42.33,,Netherlands,0.23,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Low
372040,SKU_1385,Wireless Mouse,-9,2025-04-16 17:00:00.000000 UTC,-53.94,,United States,1.7353725998780785,paypall,,Apparel,Online,Not Returned,DHL,,Low
231484,SKU_1803,T-shirt,-9,2020-01-28 16:00:00.000000 UTC,-74.28,,Germany,0.37,paypall,,Stationery,Online,Not Returned,UPS,,Low
393633,SKU_1952,Office Chair,-9,2023-02-24 15:00:00.000000 UTC,-75.98,,United Kingdom,1.9102598244730218,paypall,,Electronics,In-store,Not Returned,DHL,,Low
226681,SKU_1584,Desk Lamp,-9,2023-10-08 05:00:00.000000 UTC,29.27,,Norway,0.46,paypall,,Stationery,Online,Not Returned,UPS,,Low
642247,SKU_1789,Blue Pen,-9,2022-01-08 18:00:00.000000 UTC,-42.14,,Netherlands,1.5998905000421022,paypall,,Furniture,In-store,Not Returned,FedEx,,Low
205736,SKU_1916,Wall Clock,-9,2021-06-04 01:00:00.000000 UTC,31.16,,Australia,0.3,paypall,,Stationery,Online,Not Returned,Royal Mail,,Low
492432,SKU_1554,Wall Clock,-9,2021-07-18 20:00:00.000000 UTC,-51.81,,Australia,0.32,Credit Card,,Stationery,In-store,Not Returned,FedEx,,Low
623966,SKU_1118,Blue Pen,-9,2023-02-28 12:00:00.000000 UTC,31.23,,Italy,0.22,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Low
772810,SKU_1622,Wall Clock,-9,2022-10-10 05:00:00.000000 UTC,-68.81,,Netherlands,1.1671103633679163,paypall,,Stationery,Online,Returned,FedEx,,Low
768854,SKU_1014,USB Cable,-9,2025-08-21 02:00:00.000000 UTC,77.88,,Sweden,0.26,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Medium
893507,SKU_1911,T-shirt,-9,2024-08-02 23:00:00.000000 UTC,-51.21,,Australia,1.1300962429317114,Credit Card,,Accessories,Online,Not Returned,UPS,,Medium
863711,SKU_1853,Wall Clock,-9,2020-05-14 05:00:00.000000 UTC,-33.77,,Belgium,0.34,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Medium
357789,SKU_1549,Headphones,-9,2023-12-31 09:00:00.000000 UTC,-88.87,,France,1.2080323313878143,paypall,,Apparel,In-store,Not Returned,UPS,,Medium
190236,SKU_1341,USB Cable,-9,2023-11-12 13:00:00.000000 UTC,-6.93,,Netherlands,1.2292850994550446,Credit Card,,Apparel,Online,Not Returned,UPS,,Medium
861303,SKU_1681,Blue Pen,-9,2022-12-15 06:00:00.000000 UTC,-90.09,,Norway,1.5431809760772102,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Medium
378904,SKU_1876,Office Chair,-9,2023-03-06 09:00:00.000000 UTC,83.58,,France,0.08,Credit Card,,Accessories,Online,Not Returned,UPS,,Medium
322172,SKU_1661,Notebook,-9,2023-01-22 13:00:00.000000 UTC,83.73,,Netherlands,0.1,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Medium
247089,SKU_1253,USB Cable,-9,2022-11-29 17:00:00.000000 UTC,-85.29,,Australia,1.863237897124427,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,Medium
254591,SKU_1241,Backpack,-9,2021-03-07 21:00:00.000000 UTC,-36.43,,United States,1.8352574184049608,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Medium
521773,SKU_1165,T-shirt,-9,2020-11-07 14:00:00.000000 UTC,-64.36,,Netherlands,1.9026326627216616,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
199124,SKU_1659,Backpack,-9,2024-11-09 01:00:00.000000 UTC,86.39,,Sweden,0.24,Credit Card,,Accessories,In-store,Not Returned,DHL,,Medium
226534,SKU_1354,Wall Clock,-9,2021-08-09 04:00:00.000000 UTC,-94.08,,France,1.20471120436037,Credit Card,,Stationery,In-store,Returned,UPS,,Medium
816999,SKU_1750,T-shirt,-9,2024-07-18 07:00:00.000000 UTC,-64.07,,Portugal,1.6530527685556602,paypall,,Electronics,Online,Not Returned,FedEx,,Medium
158791,SKU_1164,USB Cable,-9,2022-09-17 08:00:00.000000 UTC,-21.98,,Italy,1.8879847902976836,Credit Card,,Electronics,In-store,Not Returned,FedEx,,Medium
254030,SKU_1353,White Mug,-9,2021-04-24 08:00:00.000000 UTC,67.59,,Norway,0.01,paypall,,Stationery,Online,Not Returned,UPS,,Medium
240689,SKU_1595,Wall Clock,-8,2021-09-25 22:00:00.000000 UTC,-53.02,,Portugal,0.4,paypall,,Stationery,In-store,Not Returned,Royal Mail,,High
355170,SKU_1659,Blue Pen,-8,2024-09-21 11:00:00.000000 UTC,-52.48,,Germany,1.695549804904648,paypall,,Apparel,Online,Not Returned,FedEx,,High
408697,SKU_1290,Desk Lamp,-8,2024-10-23 01:00:00.000000 UTC,-78.51,,Spain,0.11,paypall,,Furniture,In-store,Not Returned,Royal Mail,,High
638291,SKU_1492,Blue Pen,-8,2023-09-05 03:00:00.000000 UTC,-37.59,,Norway,1.825464685599737,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,High
135495,SKU_1389,Headphones,-8,2024-05-24 18:00:00.000000 UTC,55.97,,Italy,0.45,Bank Transfer,,Furniture,Online,Returned,UPS,,High
716764,SKU_1634,Office Chair,-8,2024-05-09 11:00:00.000000 UTC,76.64,,Norway,0.15,Credit Card,,Electronics,Online,Returned,UPS,,High
193190,SKU_1405,White Mug,-8,2021-04-26 06:00:00.000000 UTC,49.07,,United States,0.3,Bank Transfer,,Apparel,Online,Not Returned,UPS,,High
635286,SKU_1037,Wireless Mouse,-8,2025-03-11 02:00:00.000000 UTC,6.16,,Norway,0.23,Credit Card,,Apparel,In-store,Not Returned,UPS,,High
895881,SKU_1193,Office Chair,-8,2023-02-27 10:00:00.000000 UTC,-27.56,,Germany,0.4,Credit Card,,Stationery,Online,Not Returned,DHL,,Low
719961,SKU_1818,Blue Pen,-8,2020-04-24 21:00:00.000000 UTC,-75.57,,Italy,0.3,paypall,,Apparel,In-store,Not Returned,DHL,,Low
749958,SKU_1695,White Mug,-8,2023-05-06 17:00:00.000000 UTC,-14.05,,France,0.45,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
761311,SKU_1002,T-shirt,-8,2023-08-01 02:00:00.000000 UTC,15.16,,Norway,0.27,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,Low
807280,SKU_1930,Headphones,-8,2020-03-07 00:00:00.000000 UTC,99.71,,Sweden,0.04,paypall,,Electronics,Online,Not Returned,UPS,,Low
708671,SKU_1799,Office Chair,-8,2023-09-26 00:00:00.000000 UTC,52.88,,Netherlands,0.21,paypall,,Accessories,In-store,Not Returned,FedEx,,Low
267115,SKU_1201,White Mug,-8,2024-05-26 13:00:00.000000 UTC,15.22,,Sweden,0.26,paypall,,Accessories,Online,Not Returned,FedEx,,Low
317815,SKU_1234,T-shirt,-8,2022-06-04 21:00:00.000000 UTC,-10.82,,Germany,0.07,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
595553,SKU_1277,USB Cable,-8,2020-03-07 06:00:00.000000 UTC,58.26,,Australia,0.39,Credit Card,,Stationery,Online,Returned,DHL,,Low
107344,SKU_1877,Desk Lamp,-8,2023-05-31 04:00:00.000000 UTC,-11.7,,Belgium,1.9219482466643996,paypall,,Accessories,In-store,Not Returned,DHL,,Low
454824,SKU_1752,T-shirt,-8,2021-08-18 19:00:00.000000 UTC,13.94,,Portugal,0.13,Credit Card,,Accessories,In-store,Returned,DHL,,Low
523968,SKU_1160,Office Chair,-8,2024-11-22 13:00:00.000000 UTC,46.61,,United Kingdom,0.26,Credit Card,,Apparel,Online,Not Returned,DHL,,Low
861401,SKU_1572,Wall Clock,-8,2020-08-05 19:00:00.000000 UTC,-68.47,,Norway,1.2007151424263309,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,Low
994230,SKU_1278,Headphones,-8,2021-01-02 04:00:00.000000 UTC,62.7,,Netherlands,0.17,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
674670,SKU_1983,White Mug,-8,2023-10-13 04:00:00.000000 UTC,-80.97,,Netherlands,1.9838659570352331,paypall,,Electronics,Online,Not Returned,UPS,,Low
305735,SKU_1556,Wireless Mouse,-8,2020-06-03 19:00:00.000000 UTC,46.78,,United Kingdom,0.09,paypall,,Electronics,In-store,Not Returned,UPS,,Low
973753,SKU_1517,Wall Clock,-8,2025-08-01 14:00:00.000000 UTC,18.31,,Norway,0.42,Credit Card,,Stationery,Online,Not Returned,Royal Mail,,Low
295174,SKU_1198,T-shirt,-8,2023-11-13 11:00:00.000000 UTC,51.86,,Sweden,0.49,Credit Card,,Furniture,Online,Not Returned,FedEx,,Low
280626,SKU_1473,White Mug,-8,2024-11-08 09:00:00.000000 UTC,80.61,,Norway,0.19,Credit Card,,Accessories,In-store,Not Returned,FedEx,,Low
617400,SKU_1842,Blue Pen,-8,2021-04-29 01:00:00.000000 UTC,-42.67,,Spain,1.7782989672628888,Bank Transfer,,Furniture,Online,Not Returned,UPS,,Low
240978,SKU_1452,Desk Lamp,-8,2025-05-06 17:00:00.000000 UTC,-17.43,,United States,0.45,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Low
805322,SKU_1451,Blue Pen,-8,2022-12-08 23:00:00.000000 UTC,78.2,,Norway,0.2,Bank Transfer,,Furniture,Online,Not Returned,UPS,,Low
707405,SKU_1898,Backpack,-8,2025-05-06 19:00:00.000000 UTC,90.88,,Spain,0.38,Credit Card,,Stationery,In-store,Not Returned,Royal Mail,,Low
365467,SKU_1870,Wireless Mouse,-8,2022-09-03 07:00:00.000000 UTC,28.88,,Spain,0.1,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Low
202166,SKU_1483,Headphones,-8,2020-11-11 05:00:00.000000 UTC,36.88,,Australia,0.04,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Medium
563142,SKU_1918,Wall Clock,-8,2022-10-26 10:00:00.000000 UTC,85.37,,United States,0.3,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Medium
838142,SKU_1202,USB Cable,-8,2023-01-12 09:00:00.000000 UTC,-76.52,,Germany,0.32,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
983478,SKU_1722,Office Chair,-8,2024-03-23 16:00:00.000000 UTC,-35.27,,Sweden,1.8471772595104821,Credit Card,,Furniture,Online,Not Returned,DHL,,Medium
901693,SKU_1043,Notebook,-8,2021-06-05 01:00:00.000000 UTC,-92.44,,Italy,1.5737005479167248,Credit Card,,Furniture,Online,Not Returned,DHL,,Medium
457546,SKU_1112,Backpack,-8,2020-09-18 02:00:00.000000 UTC,-76.32,,Italy,1.6933959609038003,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Medium
622187,SKU_1197,USB Cable,-8,2025-08-31 02:00:00.000000 UTC,91.33,,Spain,0.28,Credit Card,,Stationery,In-store,Returned,Royal Mail,,Medium
801760,SKU_1385,Backpack,-8,2025-04-11 00:00:00.000000 UTC,-48.19,,Italy,0.43,Credit Card,,Apparel,Online,Not Returned,UPS,,Medium
109880,SKU_1775,Backpack,-8,2025-05-25 22:00:00.000000 UTC,-56.6,,Germany,1.4879923494579703,paypall,,Electronics,Online,Not Returned,UPS,,Medium
315287,SKU_1963,White Mug,-8,2025-03-21 04:00:00.000000 UTC,70.85,,Australia,0.41,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,Medium
159500,SKU_1985,USB Cable,-8,2020-08-17 08:00:00.000000 UTC,64.46,,United States,0.43,Bank Transfer,,Furniture,In-store,Not Returned,DHL,,Medium
413816,SKU_1384,USB Cable,-8,2021-06-30 14:00:00.000000 UTC,47.05,,United States,0.12,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Medium
147779,SKU_1326,T-shirt,-8,2021-02-05 01:00:00.000000 UTC,-1.18,,France,1.5776002025891476,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Medium
585119,SKU_1281,White Mug,-7,2021-12-19 08:00:00.000000 UTC,99.99,,Germany,0.27,Credit Card,,Stationery,In-store,Not Returned,Royal Mail,,High
703514,SKU_1239,USB Cable,-7,2025-01-16 03:00:00.000000 UTC,-23.13,,Netherlands,0.36,Credit Card,,Accessories,Online,Not Returned,FedEx,,High
500075,SKU_1246,Notebook,-7,2024-11-26 23:00:00.000000 UTC,-38.11,,Australia,1.9979147072136487,Bank Transfer,,Stationery,Online,Not Returned,DHL,,High
897619,SKU_1430,Headphones,-7,2025-06-21 22:00:00.000000 UTC,-92.44,,Netherlands,1.9466820833355394,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
426754,SKU_1942,Headphones,-7,2021-05-30 02:00:00.000000 UTC,-49.55,,Germany,0.47,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,High
602926,SKU_1219,Blue Pen,-7,2024-05-26 17:00:00.000000 UTC,13.32,,Spain,0.47,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,High
184388,SKU_1628,Blue Pen,-7,2024-04-09 10:00:00.000000 UTC,85.61,,Australia,0.49,paypall,,Accessories,Online,Not Returned,FedEx,,High
584814,SKU_1040,Wireless Mouse,-7,2020-05-12 16:00:00.000000 UTC,-46.1,,United Kingdom,0.47,Credit Card,,Electronics,In-store,Not Returned,DHL,,High
760179,SKU_1404,USB Cable,-7,2025-03-29 20:00:00.000000 UTC,-20.22,,Sweden,0.44,paypall,,Furniture,In-store,Not Returned,FedEx,,High
893719,SKU_1260,T-shirt,-7,2020-03-20 05:00:00.000000 UTC,-20.99,,Sweden,0.31,paypall,,Furniture,Online,Not Returned,UPS,,High
155082,SKU_1694,Wireless Mouse,-7,2023-07-30 21:00:00.000000 UTC,92.89,,France,0.04,paypall,,Apparel,In-store,Not Returned,FedEx,,High
366776,SKU_1492,Wireless Mouse,-7,2020-02-16 18:00:00.000000 UTC,-29.52,,Norway,0.37,Credit Card,,Apparel,In-store,Not Returned,Royal Mail,,High
517165,SKU_1376,USB Cable,-7,2021-08-19 10:00:00.000000 UTC,31.26,,United Kingdom,0.05,Bank Transfer,,Accessories,Online,Not Returned,DHL,,Low
330729,SKU_1233,Desk Lamp,-7,2025-06-17 05:00:00.000000 UTC,-25.25,,Belgium,0.27,Bank Transfer,,Electronics,Online,Returned,DHL,,Low
897653,SKU_1681,Blue Pen,-7,2021-01-03 12:00:00.000000 UTC,-63.4,,Spain,1.2502103194167873,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
451017,SKU_1471,Blue Pen,-7,2024-06-08 19:00:00.000000 UTC,-80.07,,Netherlands,1.4310022582976374,paypall,,Furniture,In-store,Returned,DHL,,Low
872332,SKU_1039,Wall Clock,-7,2020-10-04 12:00:00.000000 UTC,-48.38,,Belgium,1.1825517167738893,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
986119,SKU_1728,Wall Clock,-7,2025-06-18 09:00:00.000000 UTC,-18.12,,France,1.6532225110319241,Credit Card,,Furniture,In-store,Not Returned,DHL,,Low
668694,SKU_1203,Blue Pen,-7,2021-11-14 21:00:00.000000 UTC,51.21,,France,0.42,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
258175,SKU_1132,USB Cable,-7,2020-06-29 06:00:00.000000 UTC,35.79,,Belgium,0.15,Credit Card,,Electronics,In-store,Not Returned,DHL,,Low
